Preparation of Training Data time: 27.600 seconds
TRAINING: | Iteration [1/12] | Loss 0.59 | Norm 5.000
TRAINING: | Iteration [5/12] | Loss 0.11 | Norm 2.545
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 0.618
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 3.105
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.928
TRAINING: | Iteration [9/12] | Loss 0.04 | Norm 0.478
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 2.967
TRAINING: | Iteration [11/12] | Loss 0.16 | Norm 3.371
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.804
Epoch: 728/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.14 | Norm 3.638
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.959
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.675
TRAINING: | Iteration [4/12] | Loss 0.15 | Norm 2.748
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 1.876
TRAINING: | Iteration [6/12] | Loss 0.04 | Norm 2.403
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 1.082
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 1.432
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.041
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.801
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.704
TRAINING: | Iteration [12/12] | Loss 0.04 | Norm 0.629
Epoch: 729/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 2.203
TRAINING: | Iteration [2/12] | Loss 0.13 | Norm 3.047
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.756
TRAINING: | Iteration [4/12] | Loss 0.05 | Norm 0.531
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 2.114
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.873
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 1.792
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 2.199
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 0.845
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 2.152
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.264
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.871
Epoch: 730/10000 | Epoch Time: 0.094 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.716
TRAINING: | Iteration [2/12] | Loss 0.11 | Norm 3.571
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.941
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.626
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 3.847
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 2.303
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 1.791
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.494
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 2.858
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 1.922
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.890
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.791
Epoch: 731/10000 | Epoch Time: 0.095 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 2.013
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 1.346
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.384
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 3.152
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 1.260
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 1.547
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.865
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.763
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 3.112
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.277
TRAINING: | Iteration [11/12] | Loss 0.14 | Norm 2.646
TRAINING: | Iteration [12/12] | Loss 0.05 | Norm 1.329
Epoch: 732/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.270
TRAINING: | Iteration [2/12] | Loss 0.16 | Norm 3.371
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.229
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 1.062
TRAINING: | Iteration [5/12] | Loss 0.14 | Norm 2.962
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 2.311
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 2.210
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.613
TRAINING: | Iteration [9/12] | Loss 0.09 | Norm 1.326
TRAINING: | Iteration [10/12] | Loss 0.04 | Norm 0.833
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 2.110
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 2.101
Epoch: 733/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.717
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 0.963
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.278
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 2.343
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 0.748
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 2.428
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.247
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 1.939
TRAINING: | Iteration [9/12] | Loss 0.15 | Norm 3.457
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 2.134
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 0.946
TRAINING: | Iteration [12/12] | Loss 0.05 | Norm 2.301
Epoch: 734/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 2.240
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 2.128
TRAINING: | Iteration [3/12] | Loss 0.11 | Norm 3.902
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 0.960
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 2.351
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.871
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 4.028
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 3.325
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.435
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 1.918
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 2.568
TRAINING: | Iteration [12/12] | Loss 0.05 | Norm 2.482
Epoch: 735/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 2.379
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 2.472
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.844
TRAINING: | Iteration [4/12] | Loss 0.12 | Norm 3.129
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 2.489
TRAINING: | Iteration [6/12] | Loss 0.13 | Norm 3.027
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 3.276
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.782
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 2.056
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 3.039
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.750
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 2.188
Epoch: 736/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 2.661
TRAINING: | Iteration [2/12] | Loss 0.14 | Norm 2.539
TRAINING: | Iteration [3/12] | Loss 0.10 | Norm 5.000
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.453
TRAINING: | Iteration [5/12] | Loss 0.14 | Norm 4.085
TRAINING: | Iteration [6/12] | Loss 0.12 | Norm 2.709
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 1.420
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.891
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 2.368
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 2.348
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 2.078
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 3.240
Epoch: 737/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 2.442
TRAINING: | Iteration [2/12] | Loss 0.12 | Norm 3.266
TRAINING: | Iteration [3/12] | Loss 0.09 | Norm 2.061
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 2.617
TRAINING: | Iteration [5/12] | Loss 0.09 | Norm 1.721
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.148
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 3.388
TRAINING: | Iteration [8/12] | Loss 0.05 | Norm 2.771
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.354
TRAINING: | Iteration [10/12] | Loss 0.10 | Norm 2.327
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 1.917
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 1.534
Epoch: 738/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 2.085
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 0.646
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.344
TRAINING: | Iteration [4/12] | Loss 0.04 | Norm 1.503
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.569
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 1.643
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.505
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.066
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.472
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 2.265
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 0.920
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 1.533
Epoch: 739/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 1.936
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 2.248
TRAINING: | Iteration [3/12] | Loss 0.15 | Norm 3.275
TRAINING: | Iteration [4/12] | Loss 0.04 | Norm 1.014
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 0.882
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 1.470
TRAINING: | Iteration [7/12] | Loss 0.04 | Norm 0.599
TRAINING: | Iteration [8/12] | Loss 0.05 | Norm 0.915
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 2.072
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 1.333
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 1.933
TRAINING: | Iteration [12/12] | Loss 0.18 | Norm 3.526
Epoch: 740/10000 | Epoch Time: 0.094 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.259
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.771
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.438
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.298
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 2.098
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.118
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 2.643
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 2.036
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 2.366
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 1.451
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 2.681
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.969
Epoch: 741/10000 | Epoch Time: 0.099 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 2.743
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.610
TRAINING: | Iteration [3/12] | Loss 0.05 | Norm 1.945
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 4.463
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 2.411
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 1.374
TRAINING: | Iteration [7/12] | Loss 0.12 | Norm 2.812
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 2.609
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 4.111
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 3.258
TRAINING: | Iteration [11/12] | Loss 0.10 | Norm 1.988
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 2.295
Epoch: 742/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 2.522
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 2.176
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 2.957
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 2.241
TRAINING: | Iteration [5/12] | Loss 0.14 | Norm 3.620
TRAINING: | Iteration [6/12] | Loss 0.11 | Norm 3.016
TRAINING: | Iteration [7/12] | Loss 0.18 | Norm 4.781
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 3.011
TRAINING: | Iteration [9/12] | Loss 0.24 | Norm 3.994
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 1.039
TRAINING: | Iteration [11/12] | Loss 0.31 | Norm 4.311
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 2.515
Epoch: 743/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 0.974
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.578
TRAINING: | Iteration [3/12] | Loss 0.04 | Norm 1.125
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 0.747
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 1.525
TRAINING: | Iteration [6/12] | Loss 0.08 | Norm 1.363
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 2.013
TRAINING: | Iteration [8/12] | Loss 0.08 | Norm 1.795
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.424
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 1.395
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 2.077
TRAINING: | Iteration [12/12] | Loss 0.28 | Norm 4.451
Epoch: 744/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 1.966
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.814
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.149
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 1.928
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.231
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 3.103
TRAINING: | Iteration [7/12] | Loss 0.08 | Norm 1.214
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.234
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.737
TRAINING: | Iteration [10/12] | Loss 0.04 | Norm 0.854
TRAINING: | Iteration [11/12] | Loss 0.13 | Norm 2.781
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 1.961
Epoch: 745/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.098
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 3.215
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.364
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.698
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 1.639
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 2.350
TRAINING: | Iteration [7/12] | Loss 0.06 | Norm 1.546
TRAINING: | Iteration [8/12] | Loss 0.05 | Norm 1.460
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.313
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.579
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 1.526
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 2.822
Epoch: 746/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 1.516
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.588
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 2.483
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 1.447
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 2.282
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 1.690
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 1.960
TRAINING: | Iteration [8/12] | Loss 0.05 | Norm 1.804
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.610
TRAINING: | Iteration [10/12] | Loss 0.11 | Norm 2.738
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 2.818
TRAINING: | Iteration [12/12] | Loss 0.07 | Norm 0.627
Epoch: 747/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 1.379
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.112
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 3.254
TRAINING: | Iteration [4/12] | Loss 0.05 | Norm 0.681
TRAINING: | Iteration [5/12] | Loss 0.12 | Norm 2.569
TRAINING: | Iteration [6/12] | Loss 0.07 | Norm 1.290
TRAINING: | Iteration [7/12] | Loss 0.14 | Norm 3.128
TRAINING: | Iteration [8/12] | Loss 0.05 | Norm 0.843
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.621
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 1.749
TRAINING: | Iteration [11/12] | Loss 0.12 | Norm 4.725
TRAINING: | Iteration [12/12] | Loss 0.12 | Norm 2.484
Epoch: 748/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 1.126
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.510
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.209
TRAINING: | Iteration [4/12] | Loss 0.17 | Norm 3.487
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 2.652
TRAINING: | Iteration [6/12] | Loss 0.09 | Norm 4.031
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 1.833
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 3.348
TRAINING: | Iteration [9/12] | Loss 0.12 | Norm 3.520
TRAINING: | Iteration [10/12] | Loss 0.09 | Norm 3.694
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 2.258
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 3.418
Epoch: 749/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 1.531
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 2.303
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 2.936
TRAINING: | Iteration [4/12] | Loss 0.09 | Norm 2.203
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.877
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 3.225
TRAINING: | Iteration [7/12] | Loss 0.07 | Norm 1.964
TRAINING: | Iteration [8/12] | Loss 0.11 | Norm 3.184
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 1.387
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 0.770
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 1.661
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 1.510
Epoch: 750/10000 | Epoch Time: 0.094 seconds
Saving Model
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 3.240
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 2.667
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 1.034
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 1.505
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 3.284
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.868
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 1.761
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.126
TRAINING: | Iteration [9/12] | Loss 0.15 | Norm 3.481
TRAINING: | Iteration [10/12] | Loss 0.13 | Norm 2.682
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 1.560
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 2.742
Epoch: 751/10000 | Epoch Time: 0.096 seconds
TRAINING: | Iteration [1/12] | Loss 0.08 | Norm 2.354
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 2.376
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.320
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 2.723
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 1.670
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 2.446
TRAINING: | Iteration [7/12] | Loss 0.11 | Norm 2.604
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.149
TRAINING: | Iteration [9/12] | Loss 0.08 | Norm 1.352
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.208
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 1.175
TRAINING: | Iteration [12/12] | Loss 0.10 | Norm 2.785
Epoch: 752/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.07 | Norm 2.209
TRAINING: | Iteration [2/12] | Loss 0.07 | Norm 1.535
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 2.780
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 0.705
TRAINING: | Iteration [5/12] | Loss 0.14 | Norm 3.598
TRAINING: | Iteration [6/12] | Loss 0.05 | Norm 0.999
TRAINING: | Iteration [7/12] | Loss 0.06 | Norm 0.808
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.398
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 1.457
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 1.041
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 1.668
TRAINING: | Iteration [12/12] | Loss 0.11 | Norm 2.549
Epoch: 753/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.18 | Norm 4.118
TRAINING: | Iteration [2/12] | Loss 0.08 | Norm 1.996
TRAINING: | Iteration [3/12] | Loss 0.04 | Norm 0.638
TRAINING: | Iteration [4/12] | Loss 0.07 | Norm 1.134
TRAINING: | Iteration [5/12] | Loss 0.08 | Norm 3.491
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.840
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 1.988
TRAINING: | Iteration [8/12] | Loss 0.05 | Norm 1.451
TRAINING: | Iteration [9/12] | Loss 0.10 | Norm 2.211
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 2.131
TRAINING: | Iteration [11/12] | Loss 0.08 | Norm 3.009
TRAINING: | Iteration [12/12] | Loss 0.06 | Norm 2.211
Epoch: 754/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.06 | Norm 0.809
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.438
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 2.836
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 2.255
TRAINING: | Iteration [5/12] | Loss 0.06 | Norm 2.131
TRAINING: | Iteration [6/12] | Loss 0.19 | Norm 4.491
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.392
TRAINING: | Iteration [8/12] | Loss 0.10 | Norm 2.624
TRAINING: | Iteration [9/12] | Loss 0.07 | Norm 2.180
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 0.938
TRAINING: | Iteration [11/12] | Loss 0.06 | Norm 2.086
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 2.080
Epoch: 755/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 2.395
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.576
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.248
TRAINING: | Iteration [4/12] | Loss 0.11 | Norm 3.733
TRAINING: | Iteration [5/12] | Loss 0.10 | Norm 2.214
TRAINING: | Iteration [6/12] | Loss 0.12 | Norm 2.923
TRAINING: | Iteration [7/12] | Loss 0.17 | Norm 3.954
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 3.412
TRAINING: | Iteration [9/12] | Loss 0.11 | Norm 2.739
TRAINING: | Iteration [10/12] | Loss 0.06 | Norm 1.380
TRAINING: | Iteration [11/12] | Loss 0.12 | Norm 2.291
TRAINING: | Iteration [12/12] | Loss 0.05 | Norm 0.984
Epoch: 756/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 1.749
TRAINING: | Iteration [2/12] | Loss 0.05 | Norm 1.006
TRAINING: | Iteration [3/12] | Loss 0.08 | Norm 1.691
TRAINING: | Iteration [4/12] | Loss 0.06 | Norm 2.302
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 0.921
TRAINING: | Iteration [6/12] | Loss 0.06 | Norm 1.310
TRAINING: | Iteration [7/12] | Loss 0.10 | Norm 2.083
TRAINING: | Iteration [8/12] | Loss 0.07 | Norm 1.168
TRAINING: | Iteration [9/12] | Loss 0.13 | Norm 3.999
TRAINING: | Iteration [10/12] | Loss 0.07 | Norm 2.244
TRAINING: | Iteration [11/12] | Loss 0.09 | Norm 1.641
TRAINING: | Iteration [12/12] | Loss 0.05 | Norm 1.272
Epoch: 757/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.10 | Norm 2.687
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.117
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 1.228
TRAINING: | Iteration [4/12] | Loss 0.10 | Norm 2.740
TRAINING: | Iteration [5/12] | Loss 0.05 | Norm 1.313
TRAINING: | Iteration [6/12] | Loss 0.10 | Norm 1.804
TRAINING: | Iteration [7/12] | Loss 0.09 | Norm 2.589
TRAINING: | Iteration [8/12] | Loss 0.12 | Norm 3.606
TRAINING: | Iteration [9/12] | Loss 0.06 | Norm 1.561
TRAINING: | Iteration [10/12] | Loss 0.08 | Norm 1.837
TRAINING: | Iteration [11/12] | Loss 0.05 | Norm 2.012
TRAINING: | Iteration [12/12] | Loss 0.09 | Norm 1.961
Epoch: 758/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.09 | Norm 2.634
TRAINING: | Iteration [2/12] | Loss 0.09 | Norm 1.829
TRAINING: | Iteration [3/12] | Loss 0.06 | Norm 2.102
TRAINING: | Iteration [4/12] | Loss 0.08 | Norm 1.898
TRAINING: | Iteration [5/12] | Loss 0.07 | Norm 0.879
TRAINING: | Iteration [6/12] | Loss 0.13 | Norm 2.476
TRAINING: | Iteration [7/12] | Loss 0.05 | Norm 0.790
TRAINING: | Iteration [8/12] | Loss 0.06 | Norm 1.420
TRAINING: | Iteration [9/12] | Loss 0.05 | Norm 0.912
TRAINING: | Iteration [10/12] | Loss 0.05 | Norm 0.771
TRAINING: | Iteration [11/12] | Loss 0.07 | Norm 1.465
TRAINING: | Iteration [12/12] | Loss 0.08 | Norm 1.880
Epoch: 759/10000 | Epoch Time: 0.094 seconds
TRAINING: | Iteration [1/12] | Loss 0.11 | Norm 2.083
TRAINING: | Iteration [2/12] | Loss 0.06 | Norm 1.344
TRAINING: | Iteration [3/12] | Loss 0.07 | Norm 0.717
